SK_ID_CURR,TARGET,EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,CC_CNT_DRAWINGS_CURRENT_MAX,BURO_DAYS_CREDIT_MEAN,CC_AMT_BALANCE_MEAN,CC_CNT_DRAWINGS_CURRENT_MEAN,BURO_MONTHS_BALANCE_SIZE_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,DAYS_BIRTH,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_DAYS_CREDIT_MIN,DAYS_EMPLOYED,PREV_CODE_REJECT_REASON_XAP_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,CC_AMT_BALANCE_MAX,DAYS_EMPLOYED_PERC,ACTIVE_MONTHS_BALANCE_SIZE_MEAN,REFUSED_DAYS_DECISION_MAX,CC_AMT_BALANCE_MIN,ACTIVE_DAYS_CREDIT_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MAX,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,CC_CNT_DRAWINGS_CURRENT_VAR,CC_MONTHS_BALANCE_MIN,BURO_STATUS_1_MEAN_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_VAR,ACTIVE_DAYS_CREDIT_MAX
100139,0,0.0963186927645401,0.6014083651352106,0.5677754906901958,1.0666666666666669,7.0,-733.5,192715.0356,1.2666666666666666,8.0,0.5,-13286,0.2727272727272727,0.5,-1252.0,-2305.0,0.6363636363636364,-20.0,298383.57,0.1734908926689748,8.0,-1868.0,1224.81,-1252.0,7.0,0.5454545454545454,2.9819819819819813,-75.0,0.0,2.765765765765765,-1252.0
100145,0,0.7394117535524816,0.7464864055627681,0.6470448716896019,0.0,0.0,-1489.7142857142858,1614.42984375,0.0,46.285714285714285,0.5714285714285714,-16282,0.1666666666666666,0.4285714285714285,-2857.0,-4375.0,0.8333333333333334,-799.2857142857143,41852.115,0.2687016337059329,24.666666666666668,-2302.0,0.0,-732.0,0.0,0.8333333333333334,0.0,-96.0,0.0,0.0,-651.0
100193,0,0.5082869913916046,0.7488544429116339,0.7311052466018223,0.0,1.0,-1328.909090909091,1845.8624117647057,0.0117647058823529,25.363636363636363,0.6363636363636364,-17879,0.1818181818181818,0.3636363636363636,-2699.0,-940.0,0.8181818181818182,-582.0,61310.16,0.0525756474075731,8.0,-396.0,0.0,-622.0,0.0,0.2727272727272727,0.0117647058823529,-85.0,0.0116550116550116,0.0,-112.0
100302,0,0.0516817674367294,0.4794306372473876,0.3418505435993493,0.45,21.0,-528.3846153846154,155272.869,6.5,11.846153846153848,0.5384615384615384,-9105,0.2,0.4615384615384615,-797.0,-482.0,0.8,-270.0769230769231,188997.48,0.0529379461834157,10.5,-84.0,7294.095,-342.8333333333333,2.0,0.4,36.15789473684211,-20.0,0.0469428007889546,0.5763157894736842,-72.0
100307,0,0.4489622731076524,0.6803211845067775,0.5725847271056428,0.3804347826086957,4.0,-1269.0,21848.63527173913,0.3804347826086957,42.15384615384615,0.6923076923076923,-16546,0.0714285714285714,0.3076923076923077,-2885.0,-1480.0,0.9285714285714286,-666.0769230769231,72222.795,0.0894476006285507,17.0,-144.0,0.0,-503.75,4.0,0.6428571428571429,0.8097228858098425,-92.0,0.0018761726078799,0.8097228858098425,-296.0
100478,0,0.6446794549585961,0.5238795035201189,0.5410690598964915,0.5,14.0,-1419.5,6342.327692307693,1.9230769230769231,47.0,0.6666666666666666,-11935,0.05,0.3333333333333333,-2822.0,-5348.0,0.95,-311.3333333333333,32412.195,0.4480938416422287,75.5,-403.0,0.0,-2284.5,2.0,0.75,15.91025641025641,-13.0,0.0057471264367816,0.5,-1747.0
100635,0,0.0920128093981064,0.7094757062024096,0.6944670296522197,0.1647058823529411,4.0,-627.0,7775.011588235294,0.1647058823529411,17.0,0.4,-12265,0.3,0.6,-1647.0,-3078.0,0.7,-45.6,48523.32,0.2509580105992662,25.0,-105.0,0.0,-950.3333333333334,4.0,0.1,0.496358543417367,-86.0,0.0072727272727272,0.496358543417367,-273.0
100681,0,0.3296550543128238,0.4163432826956263,0.4796235677179963,0.0689655172413793,1.0,-805.1666666666666,55897.06653409091,0.0795454545454545,20.666666666666668,0.1666666666666666,-16781,0.5,0.8333333333333334,-1447.0,-5888.0,0.5,-291.6666666666667,114177.375,0.3508730111435552,20.0,-42.0,0.0,-823.6,1.0,0.5,0.0740595611285266,-88.0,0.0443055555555555,0.0649558941459503,-201.0
100722,0,0.5280927512030451,0.6810531410343084,0.6471397470606013,0.036144578313253,3.0,-435.3333333333333,6477.259602272727,0.034090909090909,15.0,0.0,-16194,0.4,1.0,-654.0,-1321.0,0.6,-17.0,143698.68,0.0815734222551562,15.0,-2584.0,0.0,-435.3333333333333,3.0,0.6,0.1022727272727272,-88.0,0.0,0.108433734939759,-162.0
100796,1,0.326475210066026,0.343727656125971,0.5645838928447929,0.2083333333333333,2.0,-1031.1,291423.6553125,0.2291666666666666,27.0,0.5,-19311,0.3333333333333333,0.5,-1693.0,-514.0,0.5833333333333334,-436.9,466728.975,0.0266169540676298,23.6,-657.0,0.0,-894.8,2.0,0.5833333333333334,0.2655141843971631,-48.0,0.008695652173913,0.2109929078014184,-285.0
100842,0,0.6178261467332483,0.5570940435942876,0.3769622832210385,0.95,6.0,-803.875,230420.0385,0.975,27.125,0.5,-11667,0.3076923076923077,0.5,-1860.0,-5076.0,0.6923076923076923,-473.875,446448.96,0.435073283620468,8.25,-124.0,0.0,-229.75,6.0,0.3076923076923077,2.0762820512820515,-40.0,0.046875,1.9461538461538463,-152.0
100853,0,0.6380435278721609,0.2474814095146677,0.4231235564923376,0.0,1.0,-897.3333333333334,2852.2895294117648,0.0117647058823529,19.33333333333333,0.5,-13176,0.4444444444444444,0.5,-1289.0,-1725.0,0.5555555555555556,-272.0,51611.49,0.13091985428051,18.0,-1042.0,0.0,-721.0,0.0,0.5555555555555556,0.0117647058823529,-87.0,0.0,0.0,-462.0
100859,0,0.3893387918468769,0.558863072697854,0.8738990399798535,0.36,11.0,-572.0,437999.985,1.2962962962962965,15.0,0.0,-14004,0.2,1.0,-707.0,-2402.0,0.8,-8.5,536121.72,0.1715224221650957,15.0,-505.0,0.0,-572.0,3.0,0.6,5.601139601139602,-27.0,0.0333333333333333,0.6566666666666666,-437.0
100935,0,0.6092756673894402,0.7296613543091935,0.1992170096488218,0.7037037037037037,6.0,-1393.6666666666667,157595.31999999998,1.0740740740740742,35.0,0.3333333333333333,-12406,0.1428571428571428,0.6666666666666666,-2445.0,-960.0,0.8571428571428571,-320.0,310027.32,0.0773819119780751,29.0,-9.0,4162.725,-868.0,4.0,0.7142857142857143,2.686609686609688,-27.0,0.0,1.3703703703703705,-412.0
101221,0,0.5867400085415683,0.2939875845022613,0.26009193133393,0.3571428571428571,7.0,-1212.8,209283.8528571429,2.7857142857142856,40.4,0.6,-10560,0.4,0.4,-1626.0,-801.0,0.6,-495.6,414630.135,0.0758522727272727,28.5,-1179.0,0.0,-846.0,1.0,0.6,5.71978021978022,-15.0,0.0,0.2472527472527472,-465.0
